EXPEDIENTE,FECHA DE INGRESO,FECHA DE CIERRE,TIPO DE CONCILIACIÓN,ESTADO PROCESAL,PROVEEDOR,NOMBRE COMERCIAL,GIRO,SECTOR,ODECO,ESTADO,TIPO DE RECLAMACIÓN,MOTIVO DE RECLAMACIÓN,COSTO BIEN O SERVICIO,MONTO RECLAMADO,MONTO RECUPERADO,PROCEDIMIENTO,BIEN O SERVICIO,MEDIO DE INGRESO,TIPO PRODUCTO,MODALIDAD DE COMPRA,MODALIDAD PAGO,PROBLEMA ESPECIAL
PFC.H.A.2/001866-2022,06/06/22,07/05/22,Turnada a Concil Medios Elec.,Desistimiento,"TOTAL PLAY TELECOMUNICACIONES, SA DE CV",TOTALPLAY,Television por cable,TELECOMUNICACIONES,DGPCT,Ciudad de México,Entrega del producto o servicio,Negativa a la entrega,632.00,0.00,0,Conciliación medios electrónic,Servicio,Internet,Servicio normal,En establecimiento físico,Contado,No problema especial
PFC.H.A.2/001867-2022,06/06/22,06/16/22,Turnada a Concil Medios Elec.,Conciliada,"TELEFONIA POR CABLE, SA DE CV",MEGACABLE,Empresa de TV de paga (de TV restringida),TELECOMUNICACIONES,DGPCT,Ciudad de México,Entrega del producto o servicio,Negativa a la entrega,820.00,0.00,339,Conciliación medios electrónic,Servicio,Internet,Servicio normal,En establecimiento físico,Contado,No problema especial
PFC.H.A.2/001868-2022,06/06/22,06/28/22,Turnada a Concil Medios Elec.,Desistimiento,"FTTH DE MÉXICO, SA DE CV",IZZI,Empresa de TV de paga (de TV restringida),TELECOMUNICACIONES,DGPCT,Ciudad de México,PORTABILIDAD,Negativa a la entrega,2369.00,0.00,0,Conciliación medios electrónic,Servicio,Internet,Servicio normal,En establecimiento físico,-,No problema especial
PFC.H.A.2/001869-2022,06/06/22,06/14/22,Turnada a Concil Medios Elec.,Conciliada,"RADIOMOVIL DIPSA, SA DE CV",TELCEL,Empresa de telefonia celular,TELECOMUNICACIONES,DGPCT,Ciudad de México,Entrega del producto o servicio,Negativa a la entrega,52.00,50.0,0,Conciliación medios electrónic,Servicio,Internet,Servicio normal,En establecimiento físico,Contado,Telefonia Movil
PFC.H.A.2/001870-2022,06/06/22,06/16/22,Turnada a Concil Medios Elec.,Conciliada,"RADIOMOVIL DIPSA, SA DE CV",TELCEL,Empresa de telefonia celular,TELECOMUNICACIONES,DGPCT,Ciudad de México,Cobro indebido,Negativa a corregir errores,699.00,0.00,699,Conciliación medios electrónic,Servicio,Internet,Servicio normal,En establecimiento físico,Contado,No problema especial
PFC.H.A.2/001871-2022,06/06/22,06/17/22,Turnada a Concil Medios Elec.,Conciliada,"RADIOMOVIL DIPSA, SA DE CV",TELCEL,Empresa de telefonia celular,TELECOMUNICACIONES,DGPCT,Ciudad de México,Cobro indebido,Producto o servicio no solicitado o autorizado,499.00,0.00,316,Conciliación medios electrónic,Servicio,Internet,Servicio normal,En establecimiento físico,Contado,Uso de internet/datos
PFC.H.A.2/001872-2022,06/07/22,07/05/22,Turnada a Concil Medios Elec.,Desistimiento,"SERVICIO Y EQUIPO EN TELEFONIA INTERNET Y TV, SA DE CV",MEGACABLE,Empresa de TV de paga (de TV restringida),TELECOMUNICACIONES,DGPCT,Ciudad de México,Entrega del producto o servicio,Negativa a la entrega,680.00,0.00,0,Conciliación medios electrónic,Servicio,Internet,Servicio normal,En establecimiento físico,-,Internet
PFC.H.A.2/001873-2022,06/07/22,06/14/22,Turnada a Concil Medios Elec.,Conciliada,"RADIOMOVIL DIPSA, SA DE CV",TELCEL,Empresa de telefonia celular,TELECOMUNICACIONES,DGPCT,Ciudad de México,Cobro indebido,Penalización por causa imputable al proveedor,5509.68,0,2048,Conciliación medios electrónic,Servicio,Internet,Servicio normal,En establecimiento físico,Contado,Uso de internet/datos
PFC.H.A.2/001874-2022,06/07/22,06/23/22,Turnada a Concil Medios Elec.,Conciliada,"RADIOMOVIL DIPSA, SA DE CV",TELCEL,Empresa de telefonia celular,TELECOMUNICACIONES,DGPCT,Ciudad de México,Cobro indebido,Error de cálculo,1376.78,0.00,641.97,Conciliación medios electrónic,Servicio,Internet,Servicio normal,En establecimiento físico,Contado,Telefonia Movil
PFC.H.A.2/001875-2022,06/07/22,06/16/22,Turnada a Concil Medios Elec.,Conciliada,"RADIOMOVIL DIPSA, SA DE CV",TELCEL,Empresa de telefonia celular,TELECOMUNICACIONES,DGPCT,Ciudad de México,Cobro indebido,Modificación del precio convenido o presupuestado,269.00,00,149,Conciliación medios electrónic,Servicio,Internet,Servicio normal,En establecimiento físico,Contado,Telefonia Movil
PFC.H.A.2/001876-2022,06/07/22,06/28/22,Turnada a Concil Medios Elec.,Desistimiento,"RADIOMOVIL DIPSA, SA DE CV",TELCEL,Empresa de telefonia celular,TELECOMUNICACIONES,DGPCT,Ciudad de México,Cobro indebido,Error de cálculo,516.38,00,0,Conciliación medios electrónic,Servicio,Internet,Servicio normal,En establecimiento físico,Plazos,No problema especial
PFC.H.A.2/001877-2022,06/07/22,06/13/22,Turnada a Concil Medios Elec.,Conciliada,"TOTAL PLAY TELECOMUNICACIONES, SA DE CV",TOTALPLAY,Television por cable,TELECOMUNICACIONES,DGPCT,Ciudad de México,Entrega del producto o servicio,Negativa a la entrega,1072.00,0.00,0,Conciliación medios electrónic,Servicio,Internet,Servicio normal,En establecimiento físico,Contado,Television
PFC.H.A.2/001878-2022,06/07/22,06/20/22,Turnada a Concil Medios Elec.,Conciliada,"AT&T COMUNICACIONES DIGITALES, S DE RL DE CV",AT&T,Empresa de telefonia celular,TELECOMUNICACIONES,DGPCT,Ciudad de México,Cobro indebido,Modificación del precio convenido o presupuestado,225.01,225.01,225.01,Conciliación medios electrónic,Servicio,Internet,Servicio normal,En establecimiento físico,Contado,No problema especial
PFC.H.A.2/001879-2022,06/07/22,06/08/22,Turnada a Concil Medios Elec.,Conciliada,"PEGASO PCS, SA DE CV",MOVISTAR,Empresa de telefonia celular,TELECOMUNICACIONES,DGPCT,Ciudad de México,Entrega del producto o servicio,Producto o servicio equivocado,12699.12,100.00,888.3,Conciliación medios electrónic,Bien,Internet,Producto nuevo,Imposición del proveedor,Plazos,No problema especial
PFC.H.A.2/001880-2022,06/07/22,07/19/22,Turnada a Concil Medios Elec.,Desistimiento,"PEGASO PCS, SA DE CV",MOVISTAR,Empresa de telefonia celular,TELECOMUNICACIONES,DGPCT,Ciudad de México,Cobro indebido,Producto o servicio no solicitado o autorizado,179.00,0.00,0,Conciliación medios electrónic,Servicio,Internet,Servicio normal,Imposición del proveedor,-,No problema especial
PFC.H.A.2/001881-2022,06/07/22,06/13/22,Turnada a Concil Medios Elec.,Conciliada,"PEGASO PCS, SA DE CV",MOVISTAR,Empresa de telefonia celular,TELECOMUNICACIONES,DGPCT,Ciudad de México,Entrega del producto o servicio,Incumplimiento de plazos,1099.00,1099.0,1099,Conciliación medios electrónic,Bien,Internet,Producto nuevo,En establecimiento físico,Contado,No problema especial
PFC.H.A.2/001882-2022,06/07/22,06/20/22,Turnada a Concil Medios Elec.,Conciliada,"RADIOMOVIL DIPSA, SA DE CV",TELCEL,Empresa de telefonia celular,TELECOMUNICACIONES,DGPCT,Ciudad de México,Cobro indebido,Producto o servicio no solicitado o autorizado,2477.58,0.00,1149.62,Conciliación medios electrónic,Servicio,Internet,Servicio normal,En establecimiento físico,Contado,Telefonia Movil
PFC.H.A.2/001883-2022,06/07/22,06/28/22,Turnada a Concil Medios Elec.,Desistimiento,"PEGASO PCS, SA DE CV",MOVISTAR,Empresa de telefonia celular,TELECOMUNICACIONES,DGPCT,Ciudad de México,Cobro indebido,Cuota extraordinaria,400.00,400.0,0,Conciliación medios electrónic,Servicio,Internet,Servicio normal,En establecimiento físico,Contado,Telefonia Movil
PFC.H.A.2/001884-2022,06/07/22,06/28/22,Turnada a Concil Medios Elec.,No Conciliada,"SERVICIO Y EQUIPO EN TELEFONIA INTERNET Y TV, SA DE CV",MEGACABLE,Empresa de TV de paga (de TV restringida),TELECOMUNICACIONES,DGPCT,Ciudad de México,Cobro indebido,Producto o servicio no solicitado o autorizado,319.00,0.00,0,Conciliación medios electrónic,Servicio,Internet,Servicio normal,En establecimiento físico,Contado,Internet
PFC.H.A.2/001885-2022,06/07/22,08/08/22,Turnada a Concil Medios Elec.,No Conciliada,"TOTAL PLAY TELECOMUNICACIONES, SA DE CV",TOTALPLAY,Television por cable,TELECOMUNICACIONES,DGPCT,Ciudad de México,Cobro indebido,Error de cálculo,1724.00,2132.00,0,Conciliación medios electrónic,Servicio,Internet,Servicio normal,En establecimiento físico,Contado,No problema especial
PFC.H.A.2/001886-2022,06/07/22,07/04/22,Turnada a Concil Medios Elec.,Desistimiento,"AT&T COMUNICACIONES DIGITALES, S DE RL DE CV",AT&T,Empresa de telefonia celular,TELECOMUNICACIONES,DGPCT,Ciudad de México,Cobro indebido,Cuota extraordinaria,325.00,0.00,0,Conciliación medios electrónic,Servicio,Internet,Servicio normal,Imposición del proveedor,Plazos,Uso de internet/datos
PFC.H.A.2/001887-2022,06/07/22,06/13/22,Turnada a Concil Medios Elec.,Conciliada,"TELEFONIA POR CABLE, SA DE CV",MEGACABLE,Empresa de TV de paga (de TV restringida),TELECOMUNICACIONES,DGPCT,Ciudad de México,Entrega del producto o servicio,Deficiencia en la reparación,470.00,00,270,Conciliación medios electrónic,Servicio,Internet,Servicio normal,En establecimiento físico,Contado,No problema especial
PFC.H.A.2/001888-2022,06/07/22,06/15/22,Turnada a Concil Medios Elec.,Conciliada,"TOTAL PLAY TELECOMUNICACIONES, SA DE CV",TOTALPLAY,Television por cable,TELECOMUNICACIONES,DGPCT,Ciudad de México,Contratos,Negativa a la recisión,1205.15,00,0,Conciliación medios electrónic,Servicio,Internet,Servicio normal,En establecimiento físico,Contado,No problema especial
PFC.H.A.2/001889-2022,06/08/22,06/08/22,Turnada a Concil Medios Elec.,Conciliada,"PEGASO PCS, SA DE CV",MOVISTAR,Empresa de telefonia celular,TELECOMUNICACIONES,DGPCT,Ciudad de México,Cobro indebido,Modificación del precio convenido o presupuestado,2679.20,00,669.8,Conciliación medios electrónic,Servicio,Internet,Servicio normal,En establecimiento físico,Contado,Telefonia Movil
PFC.H.A.2/001890-2022,06/08/22,07/25/22,Turnada a Concil Medios Elec.,Desistimiento,"TELEFONIA POR CABLE, SA DE CV",MEGACABLE,Empresa de TV de paga (de TV restringida),TELECOMUNICACIONES,DGPCT,Ciudad de México,Entrega del producto o servicio,Deficiencia en la reparación,769.00,769.00,0,Conciliación medios electrónic,Servicio,Internet,Servicio normal,En establecimiento físico,Contado,No problema especial
PFC.H.A.2/001891-2022,06/08/22,06/17/22,Turnada a Concil Medios Elec.,Conciliada,"RADIOMOVIL DIPSA, SA DE CV",TELCEL,Empresa de telefonia celular,TELECOMUNICACIONES,DGPCT,Ciudad de México,"Cambios, devoluciones o bonificaciones",Negativa a la devolución de depósito,2999.00,0.00,2999,Conciliación medios electrónic,Bien,Internet,Producto nuevo,Por internet,Contado,No problema especial
PFC.H.A.2/001892-2022,06/08/22,06/15/22,Turnada a Concil Medios Elec.,Conciliada,"CABLEVISION, SA DE CV",IZZI,Empresa de TV de paga (de TV restringida),TELECOMUNICACIONES,DGPCT,Ciudad de México,Contratos,Negativa a la recisión,630.00,00,1575,Conciliación medios electrónic,Servicio,Internet,Servicio normal,En establecimiento físico,Contado,No problema especial
PFC.H.A.2/001893-2022,06/08/22,07/01/22,Turnada a Concil Medios Elec.,Desistimiento,"TOTAL PLAY TELECOMUNICACIONES, SA DE CV",TOTALPLAY,Television por cable,TELECOMUNICACIONES,DGPCT,Ciudad de México,Contratos,Negativa a la recisión,499.00,0.00,0,Conciliación medios electrónic,Servicio,Internet,Servicio normal,En establecimiento físico,Contado,No problema especial
PFC.H.A.2/001894-2022,06/08/22,06/28/22,Turnada a Concil Medios Elec.,Desistimiento,"AT&T COMUNICACIONES DIGITALES, S DE RL DE CV",AT&T,Empresa de telefonia celular,TELECOMUNICACIONES,DGPCT,Ciudad de México,Cobro indebido,Producto o servicio no solicitado o autorizado,500.00,0,0,Conciliación medios electrónic,Servicio,Internet,Servicio normal,En establecimiento físico,Contado,No problema especial
PFC.H.A.2/001895-2022,06/08/22,06/09/22,Turnada a Concil Medios Elec.,Conciliada,"SERVICIO Y EQUIPO EN TELEFONIA INTERNET Y TV, SA DE CV",MEGACABLE,Empresa de TV de paga (de TV restringida),TELECOMUNICACIONES,DGPCT,Ciudad de México,Cobro indebido,Modificación del precio convenido o presupuestado,470.00,0.00,470,Conciliación medios electrónic,Servicio,Internet,Servicio normal,En establecimiento físico,Contado,Internet
PFC.H.A.2/001896-2022,06/08/22,06/29/22,Turnada a Concil Medios Elec.,Conciliada,"TOTAL PLAY TELECOMUNICACIONES, SA DE CV",TOTALPLAY,Television por cable,TELECOMUNICACIONES,DGPCT,Ciudad de México,Contratos,Negativa a la recisión,500.00,00,899,Conciliación medios electrónic,Servicio,Internet,Servicio normal,En establecimiento físico,Plazos,No problema especial
PFC.H.A.2/001897-2022,06/08/22,06/15/22,Turnada a Concil Medios Elec.,Conciliada,"RADIOMOVIL DIPSA, SA DE CV",TELCEL,Empresa de telefonia celular,TELECOMUNICACIONES,DGPCT,Ciudad de México,Cobro indebido,Producto o servicio no solicitado o autorizado,1685.00,0.00,0,Conciliación medios electrónic,Servicio,Internet,Servicio normal,En establecimiento físico,Contado,Telefonia Movil
PFC.H.A.2/001898-2022,06/08/22,07/13/22,Turnada a Concil Medios Elec.,Conciliada,"CABLEVISION, SA DE CV",IZZI,Empresa de TV de paga (de TV restringida),TELECOMUNICACIONES,DGPCT,Ciudad de México,Cobro indebido,Producto o servicio no solicitado o autorizado,24000.00,0.00,16254.94,Conciliación medios electrónic,Servicio,Internet,Servicio normal,En establecimiento físico,Contado,No problema especial
PFC.H.A.2/001899-2022,06/08/22,06/21/22,Turnada a Concil Medios Elec.,Conciliada,"PEGASO PCS, SA DE CV",MOVISTAR,Empresa de telefonia celular,TELECOMUNICACIONES,DGPCT,Ciudad de México,Entrega del producto o servicio,Negativa a la entrega,4812.00,0.00,487,Conciliación medios electrónic,Servicio,Internet,Servicio normal,En establecimiento físico,Contado,Telefonia Movil
PFC.H.A.2/001900-2022,06/08/22,07/27/22,Turnada a Concil Medios Elec.,Desistimiento,"RADIOMOVIL DIPSA, SA DE CV",TELCEL,Empresa de telefonia celular,TELECOMUNICACIONES,DGPCT,Ciudad de México,Cobro indebido,Negativa a corregir errores,200.00,458.00,0,Conciliación medios electrónic,Servicio,Internet,Servicio normal,En establecimiento físico,Contado,No problema especial
PFC.H.A.2/001901-2022,06/09/22,07/12/22,Turnada a Concil Medios Elec.,Conciliada,"CABLEVISION, SA DE CV",IZZI,Empresa de TV de paga (de TV restringida),TELECOMUNICACIONES,DGPCT,Ciudad de México,Entrega del producto o servicio,Negativa a la entrega,450.00,450.00,450,Conciliación medios electrónic,Servicio,Internet,Servicio normal,En establecimiento físico,Contado,No problema especial
PFC.H.A.2/001902-2022,06/09/22,06/29/22,Turnada a Concil Medios Elec.,Conciliada,"RADIOMOVIL DIPSA, SA DE CV",TELCEL,Empresa de telefonia celular,TELECOMUNICACIONES,DGPCT,Ciudad de México,Cobro indebido,Producto o servicio no solicitado o autorizado,4.31,00,15,Conciliación medios electrónic,Servicio,Internet,Servicio normal,En establecimiento físico,Contado,Telefonia Movil
PFC.H.A.2/001903-2022,06/09/22,06/17/22,Turnada a Concil Medios Elec.,Conciliada,"SERVICIO Y EQUIPO EN TELEFONIA INTERNET Y TV, SA DE CV",MEGACABLE,Empresa de TV de paga (de TV restringida),TELECOMUNICACIONES,DGPCT,Ciudad de México,Entrega del producto o servicio,Negativa a la entrega,800.00,0,0,Conciliación medios electrónic,Servicio,Internet,Servicio normal,En establecimiento físico,Contado,No problema especial
PFC.H.A.2/001904-2022,06/09/22,06/16/22,Turnada a Concil Medios Elec.,Conciliada,"SERVICIO Y EQUIPO EN TELEFONIA INTERNET Y TV, SA DE CV",MEGACABLE,Empresa de TV de paga (de TV restringida),TELECOMUNICACIONES,DGPCT,Ciudad de México,Cobro indebido,Modificación del precio convenido o presupuestado,545.00,0.00,183,Conciliación medios electrónic,Servicio,Internet,Servicio normal,En establecimiento físico,Contado,No problema especial
PFC.H.A.2/001905-2022,06/09/22,06/13/22,Turnada a Concil Medios Elec.,Conciliada,"SERVICIO Y EQUIPO EN TELEFONIA INTERNET Y TV, SA DE CV",MEGACABLE,Empresa de TV de paga (de TV restringida),TELECOMUNICACIONES,DGPCT,Ciudad de México,Contratos,Negativa a la recisión,430.00,0.00,0,Conciliación medios electrónic,Servicio,Internet,Servicio normal,En establecimiento físico,Contado,Internet
PFC.H.A.2/001906-2022,06/09/22,07/04/22,Turnada a Concil Medios Elec.,Desistimiento,"SERVICIO Y EQUIPO EN TELEFONIA INTERNET Y TV, SA DE CV",MEGACABLE,Empresa de TV de paga (de TV restringida),TELECOMUNICACIONES,DGPCT,Ciudad de México,Contratos,Negativa a la recisión,300.00,0.00,0,Conciliación medios electrónic,Servicio,Internet,Servicio normal,En establecimiento físico,Contado,No problema especial
PFC.H.A.2/001907-2022,06/09/22,06/13/22,Turnada a Concil Medios Elec.,Conciliada,"SERVICIO Y EQUIPO EN TELEFONIA INTERNET Y TV, SA DE CV",MEGACABLE,Empresa de TV de paga (de TV restringida),TELECOMUNICACIONES,DGPCT,Ciudad de México,Entrega del producto o servicio,Negativa a la entrega,520.00,0.00,0,Conciliación medios electrónic,Servicio,Internet,Servicio normal,En establecimiento físico,Contado,No problema especial
PFC.H.A.2/001908-2022,06/09/22,07/01/22,Turnada a Concil Medios Elec.,Desistimiento,"TV CABLE DE ORIENTE, SA DE CV",IZZI,Empresa de TV de paga (de TV restringida),TELECOMUNICACIONES,DGPCT,Ciudad de México,Entrega del producto o servicio,Negativa a la entrega,1115.00,0.00,0,Conciliación medios electrónic,Servicio,Internet,Servicio normal,En establecimiento físico,-,No problema especial
PFC.H.A.2/001909-2022,06/09/22,07/01/22,Turnada a Concil Medios Elec.,No Conciliada,"AT&T COMUNICACIONES DIGITALES, S DE RL DE CV",AT&T,Empresa de telefonia celular,TELECOMUNICACIONES,DGPCT,Ciudad de México,Entrega del producto o servicio,Negativa a la entrega,355.00,00,0,Conciliación medios electrónic,Servicio,Internet,Servicio normal,En establecimiento físico,Contado,No problema especial
PFC.H.A.2/001910-2022,06/09/22,07/07/22,Turnada a Concil Medios Elec.,Conciliada,"RADIOMOVIL DIPSA, SA DE CV",TELCEL,Empresa de telefonia celular,TELECOMUNICACIONES,DGPCT,Ciudad de México,Entrega del producto o servicio,Negativa a la entrega,229.00,0.00,100,Conciliación medios electrónic,Servicio,Internet,Servicio normal,En establecimiento físico,Contado,Telefonia Movil
PFC.H.A.2/001911-2022,06/09/22,06/17/22,Turnada a Concil Medios Elec.,Conciliada,"TOTAL PLAY TELECOMUNICACIONES, SA DE CV",TOTALPLAY,Television por cable,TELECOMUNICACIONES,DGPCT,Ciudad de México,Entrega del producto o servicio,Deficiencia en la reparación,679.00,00,300,Conciliación medios electrónic,Servicio,Internet,Servicio normal,En establecimiento físico,Contado,Internet
PFC.H.A.2/001912-2022,06/09/22,07/04/22,Turnada a Concil Medios Elec.,Desistimiento,"RADIOMOVIL DIPSA, SA DE CV",TELCEL,Empresa de telefonia celular,TELECOMUNICACIONES,DGPCT,Ciudad de México,Cobro indebido,Producto o servicio no solicitado o autorizado,3000.00,00,0,Conciliación medios electrónic,Servicio,Internet,Servicio normal,En establecimiento físico,Plazos,No problema especial
PFC.H.A.2/001913-2022,06/09/22,06/14/22,Turnada a Concil Medios Elec.,Conciliada,"TELEFONIA POR CABLE, SA DE CV",MEGACABLE,Empresa de TV de paga (de TV restringida),TELECOMUNICACIONES,DGPCT,Ciudad de México,Cobro indebido,Modificación del precio convenido o presupuestado,419.00,00,393,Conciliación medios electrónic,Servicio,Internet,Servicio normal,En establecimiento físico,Contado,No problema especial
PFC.H.A.2/001914-2022,06/09/22,07/18/22,Turnada a Concil Medios Elec.,Desistimiento,"RADIOMOVIL DIPSA, SA DE CV",TELCEL,Empresa de telefonia celular,TELECOMUNICACIONES,DGPCT,Ciudad de México,Cobro indebido,Error de cálculo,1600.00,100.00,0,Conciliación medios electrónic,Servicio,Internet,Servicio normal,Imposición del proveedor,Plazos,No problema especial
